CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
MIDDLETON HOLIDAY PARK LIMITED,12942236,,,MIDDLETON HOLIDAY PARK CARR LANE,MIDDLETON,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3LH,Private Limited Company,Active,United Kingdom,,12/10/2020,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,09/11/2021,,4,4,0,0,"55300 - Recreational vehicle parks, trailer parks and camping grounds",,,,0,0,http://business.data.gov.uk/id/company/12942236,,,,,,,,,,,,,,,,,,,,,25/10/2023,11/10/2022
MIDDLETON TOWERS HOLIDAY PARK LTD,11080069,,,MIDDLETON HOLIDAY PARK,"CARR LANE, MIDDLETON",MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 3LH,Private Limited Company,Active,United Kingdom,,23/11/2017,31,12,30/09/2024,31/12/2022,MICRO ENTITY,21/12/2018,,2,2,0,0,"55300 - Recreational vehicle parks, trailer parks and camping grounds",56302 - Public houses and bars,,,0,0,http://business.data.gov.uk/id/company/11080069,,,,,,,,,,,,,,,,,,,,,06/12/2023,22/11/2022
MILLBREX LTD,14050635,,,18 LORDSOME ROAD,,MORECAMBE,,,LA3 1JB,Private Limited Company,Active,United Kingdom,,18/04/2022,30,4,18/01/2024,,NO ACCOUNTS FILED,16/05/2023,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/14050635,,,,,,,,,,,,,,,,,,,,,01/05/2024,17/04/2023
MINDFULNESS4,11872359,,,HOMELEA HOMELEA,22 KNOWLYS ROAD,HEYSHAM,LANCASHIRE,ENGLAND,LA3 2PE,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,09/03/2019,31,3,31/12/2023,31/03/2022,MICRO ENTITY,06/04/2020,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/11872359,,,,,,,,,,,,,,,,,,,,,11/08/2023,28/07/2022
MJ ESTATE MANAGEMENT LTD,11958284,,,RED ROOFS,WHITE LUND ROAD,MORECAMBE,,ENGLAND,LA3 3DU,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,23/04/2019,30,4,31/01/2024,30/04/2022,DORMANT,21/05/2020,,0,0,0,0,41100 - Development of building projects,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68310 - Real estate agencies,0,0,http://business.data.gov.uk/id/company/11958284,,,,,,,,,,,,,,,,,,,,,06/05/2023,22/04/2022
MJA HEALTH CARE LIMITED,12181008,,,39 NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,ENGLAND,LA3 3PA,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,30/08/2019,31,8,31/05/2024,31/08/2022,MICRO ENTITY,27/09/2020,,0,0,0,0,87100 - Residential nursing care facilities,,,,0,0,http://business.data.gov.uk/id/company/12181008,,,,,,,,,,,,,,,,,,,,,17/09/2023,03/09/2022
MOBILITY CONNECT LTD,7638783,,,10 WOODGATE PARK,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,,UNITED KINGDOM,LA3 3PS,Private Limited Company,Active,United Kingdom,,18/05/2011,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,15/06/2017,18/05/2016,2,1,0,1,47749 - Retail sale of medical and orthopaedic goods in specialised stores (not incl. hearing aids) n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/07638783,,,,,,,,,,,,,,,,,,,,,01/06/2024,18/05/2023
MOBILITY LINX LIMITED,6419666,,,57 FAIRFIELD ROAD,MORECAMBE,LANCASHIRE,,,LA3 1ES,Private Limited Company,Active,United Kingdom,,06/11/2007,30,11,31/08/2024,30/11/2022,MICRO ENTITY,04/12/2016,06/11/2015,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/06419666,,,,,,,,,,,,,,,,,,,,,20/11/2023,06/11/2022
MODAL HIGHWAY CONSULTANTS LIMITED,6583412,,,245C HEYSHAM ROAD,HEYSHAM,MORECAMBE,LANCASHIRE,ENGLAND,LA3 1NP,Private Limited Company,Active,United Kingdom,,02/05/2008,31,5,28/02/2025,31/05/2023,MICRO ENTITY,30/05/2017,02/05/2016,0,0,0,0,"52219 - Other service activities incidental to land transportation, n.e.c.",,,,0,0,http://business.data.gov.uk/id/company/06583412,04/06/2018,MODAL GROUP LIMITED,,,,,,,,,,,,,,,,,,,26/08/2024,12/08/2023
MONEYCLOSE RESIDENTS LIMITED,2547879,,,34 ROEBURN DRIVE,,MORECAMBE,LANCS,UNITED KINGDOM,LA3 3RY,Private Limited Company,Active,United Kingdom,,11/10/1990,31,10,31/07/2024,25/10/2022,DORMANT,08/11/2016,11/10/2015,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/02547879,,,,,,,,,,,,,,,,,,,,,14/10/2023,30/09/2022
MOORLANE AIRSOFT LTD,14420763,,,15 YORKSHIRE STREET,,MORECAMBE,,ENGLAND,LA3 1QE,Private Limited Company,Active,United Kingdom,,14/10/2022,31,3,31/12/2024,31/03/2023,DORMANT,11/11/2023,,0,0,0,0,"47640 - Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",,,,0,0,http://business.data.gov.uk/id/company/14420763,,,,,,,,,,,,,,,,,,,,,27/10/2023,
MORAL CARE LTD,13166730,,,14 PEDDER GROVE,OVERTON,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3HN,Private Limited Company,Active,United Kingdom,,29/01/2021,31,3,31/12/2024,31/03/2023,MICRO ENTITY,26/02/2022,,0,0,0,0,86900 - Other human health activities,88100 - Social work activities without accommodation for the elderly and disabled,,,0,0,http://business.data.gov.uk/id/company/13166730,,,,,,,,,,,,,,,,,,,,,09/05/2024,25/04/2023
MORE BEER WHOLESALE LIMITED,8532248,,,NEWGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 3PT,Private Limited Company,Active,United Kingdom,,16/05/2013,25,3,25/12/2023,31/03/2022,TOTAL EXEMPTION FULL,13/06/2017,16/05/2016,2,2,0,0,"46342 - Wholesale of wine, beer, spirits and other alcoholic beverages",,,,0,0,http://business.data.gov.uk/id/company/08532248,03/01/2014,REC TRADING LIMITED,,,,,,,,,,,,,,,,,,,30/05/2024,16/05/2023
MORE MUSIC IN MORECAMBE,4189582,,,13-17 DEVONSHIRE ROAD,,MORECAMBE,LANCASHIRE,,LA3 1QT,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,29/03/2001,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,14/04/2017,17/03/2016,1,1,0,0,90030 - Artistic creation,,,,0,0,http://business.data.gov.uk/id/company/04189582,,,,,,,,,,,,,,,,,,,,,31/03/2024,17/03/2023
MORECAMBE AREA DIVERS LIMITED,6574530,,,UNIT 5,SOUTHGATE,MORECAMBE,LANCASHIRE,,LA3 3PB,Private Limited Company,Active,United Kingdom,,23/04/2008,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,21/05/2017,23/04/2016,0,0,0,0,"47640 - Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",,,,0,0,http://business.data.gov.uk/id/company/06574530,,,,,,,,,,,,,,,,,,,,,20/04/2024,06/04/2023
MORECAMBE BAY FOOTCARE LTD,13359430,,,10 SMITHY LANE,HEYSHAM,MORECAMBE,LANCASHIRE,ENGLAND,LA3 2QH,Private Limited Company,Active,United Kingdom,,27/04/2021,30,4,31/01/2024,30/04/2022,DORMANT,25/05/2022,,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/13359430,,,,,,,,,,,,,,,,,,,,,26/10/2023,12/10/2022
MORECAMBE BAY GLASS LTD,11780841,,,26 KINGS CRESCENT,HEYSHAM,MORECAMBE,LANCASHIRE,ENGLAND,LA3 1HX,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,22/01/2019,31,1,22/01/2021,,NO ACCOUNTS FILED,19/02/2020,,0,0,0,0,43342 - Glazing,,,,0,0,http://business.data.gov.uk/id/company/11780841,,,,,,,,,,,,,,,,,,,,,04/02/2020,
MORECAMBE BAY SLINGS CIC,10016340,,,4 REDWING CLOSE,HEYSHAM,MORECAMBE,LANCASHIRE,,LA3 2BH,Community Interest Company,Active,United Kingdom,,19/02/2016,31,12,30/09/2024,31/12/2022,MICRO ENTITY,19/03/2017,,0,0,0,0,91011 - Library activities,,,,0,0,http://business.data.gov.uk/id/company/10016340,,,,,,,,,,,,,,,,,,,,,03/03/2024,18/02/2023
MORECAMBE BAY WHOLESALE LIMITED,6996283,,,NEWGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 3PT,Private Limited Company,Active,United Kingdom,,20/08/2009,29,3,29/12/2023,31/03/2022,TOTAL EXEMPTION FULL,17/09/2016,20/08/2015,1,1,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/06996283,,,,,,,,,,,,,,,,,,,,,03/09/2024,20/08/2023
MORECAMBE BAY WINES LIMITED,8375333,,,MORECAMBE BAY WINES NEWGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,,LA3 3PT,Private Limited Company,Active,United Kingdom,,25/01/2013,26,1,26/10/2023,31/01/2022,TOTAL EXEMPTION FULL,22/02/2017,25/01/2016,6,6,0,0,11050 - Manufacture of beer,"46342 - Wholesale of wine, beer, spirits and other alcoholic beverages",,,0,0,http://business.data.gov.uk/id/company/08375333,,,,,,,,,,,,,,,,,,,,,08/02/2024,25/01/2023
MORECAMBE METALS (HOLDINGS) LIMITED,3340567,,,NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,,LA3 3AZ,Private Limited Company,Active,United Kingdom,,26/03/1997,31,3,31/12/2023,31/03/2022,GROUP,09/04/2017,12/03/2016,14,5,0,9,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/03340567,,,,,,,,,,,,,,,,,,,,,26/03/2024,12/03/2023
MORECAMBE METALS LIMITED,3332058,,,NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,,LA3 3AZ,Private Limited Company,Active,United Kingdom,,12/03/1997,31,3,31/12/2023,31/03/2022,SMALL,09/04/2017,12/03/2016,4,1,0,3,46770 - Wholesale of waste and scrap,,,,0,0,http://business.data.gov.uk/id/company/03332058,,,,,,,,,,,,,,,,,,,,,26/03/2024,12/03/2023
MORECAMBE POETRY FESTIVAL LIMITED,14796523,,,21C YORKSHIRE STREET,,MORECAMBE,,ENGLAND,LA3 1QE,Private Limited Company,Active,United Kingdom,,12/04/2023,30,4,12/01/2025,,NO ACCOUNTS FILED,10/05/2024,,0,0,0,0,90010 - Performing arts,,,,0,0,http://business.data.gov.uk/id/company/14796523,,,,,,,,,,,,,,,,,,,,,25/04/2024,
MORECAMBE PROPERTIES LIMITED,12186453,,,C/O BLEND ACCOUNTANTS FIRST FLOOR BRUNEL HOUSE 9 PENROD WAY,HEYSHAM,MORECAMBE,LANCASHIRE,ENGLAND,LA3 2UZ,Private Limited Company,Active,United Kingdom,,03/09/2019,30,9,30/06/2024,30/09/2022,TOTAL EXEMPTION FULL,01/10/2020,,4,4,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,,0,0,http://business.data.gov.uk/id/company/12186453,,,,,,,,,,,,,,,,,,,,,28/02/2024,14/02/2023
MORECAMBE ROAD PROPERTIES LIMITED,2589679,,,39 NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3PA,Private Limited Company,Active,United Kingdom,,07/03/1991,31,3,31/12/2024,31/03/2023,MICRO ENTITY,04/04/2017,07/03/2016,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/02589679,,,,,,,,,,,,,,,,,,,,,10/03/2024,25/02/2023
MORECAMBE TANDOORI LTD,10398239,,,47 MARINE ROAD WEST,,MORECAMBE,,ENGLAND,LA3 1BZ,Private Limited Company,Active,United Kingdom,,28/09/2016,30,9,30/06/2024,30/09/2022,MICRO ENTITY,26/10/2017,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/10398239,,,,,,,,,,,,,,,,,,,,,11/10/2023,27/09/2022
MORECAMBE TANDOORI TAKEAWAY LTD,14831214,,,47 MARINE ROAD WEST,,MORECAMBE,,ENGLAND,LA3 1BZ,Private Limited Company,Active,United Kingdom,,27/04/2023,30,4,27/01/2025,,NO ACCOUNTS FILED,25/05/2024,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/14831214,,,,,,,,,,,,,,,,,,,,,10/05/2024,
MORECAMBE TRUCKS LTD,9949957,,,84 GRANVILLE ROAD,HEYSHAM,MORECAMBE,LANCASHIRE,ENGLAND,LA3 1ED,Private Limited Company,Active,United Kingdom,,13/01/2016,31,1,31/10/2023,31/01/2022,DORMANT,10/02/2017,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/09949957,,,,,,,,,,,,,,,,,,,,,24/01/2024,10/01/2023
MORECAMBE TYRE SPECIALISTS LIMITED,2814172,,,WESTGATE WORKS,WESTGATE,MORECAMBE,LANCASHIRE,,LA3 3DD,Private Limited Company,Active,United Kingdom,,30/04/1993,30,4,31/01/2024,30/04/2022,TOTAL EXEMPTION FULL,22/05/2017,24/04/2016,2,1,0,1,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/02814172,,,,,,,,,,,,,,,,,,,,,08/05/2024,24/04/2023
MORTY MEDIA LTD,13667177,,,3 GRIZEDALE PLACE,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2EU,Private Limited Company,Active,United Kingdom,,07/10/2021,31,10,31/07/2024,31/10/2022,TOTAL EXEMPTION FULL,04/11/2022,,0,0,0,0,59112 - Video production activities,59132 - Video distribution activities,,,0,0,http://business.data.gov.uk/id/company/13667177,,,,,,,,,,,,,,,,,,,,,20/10/2023,06/10/2022
MOSHFIT LTD,13796336,,,15 CAMPION WAY,,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 3QE,Private Limited Company,Active,United Kingdom,,13/12/2021,31,12,13/09/2023,,NO ACCOUNTS FILED,10/01/2023,,0,0,0,0,47710 - Retail sale of clothing in specialised stores,,,,0,0,http://business.data.gov.uk/id/company/13796336,,,,,,,,,,,,,,,,,,,,,26/12/2023,12/12/2022
MOSSGATE DAY NURSERY LTD,9525619,,,24 THE CLIFFS,HEYSHAM,MORECAMBE,,ENGLAND,LA3 1NY,Private Limited Company,Active,United Kingdom,,02/04/2015,31,8,31/05/2024,31/08/2022,TOTAL EXEMPTION FULL,30/04/2017,02/04/2016,0,0,0,0,85100 - Pre-primary education,,,,0,0,http://business.data.gov.uk/id/company/09525619,,,,,,,,,,,,,,,,,,,,,16/03/2024,02/03/2023
MOSSGATE QUARTER MANAGEMENT COMPANY LIMITED,11663403,,,39 HEYSHAM MOSSGATE ROAD,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2JU,Private Limited Company,Active,United Kingdom,,06/11/2018,30,11,31/08/2024,30/11/2022,MICRO ENTITY,04/12/2019,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/11663403,,,,,,,,,,,,,,,,,,,,,15/03/2024,01/03/2023
MOT SERVICE CENTRE LIMITED,4446656,,,UNIT 3A WESTGATE WORKS NORTHGATE,WHITE LUND INDUSTRIAL ESTATE,MORECAMBE,LANCASHIRE,ENGLAND,LA3 3AZ,Private Limited Company,Active,United Kingdom,,24/05/2002,30,11,31/08/2024,30/11/2022,MICRO ENTITY,21/06/2017,24/05/2016,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/04446656,,,,,,,,,,,,,,,,,,,,,14/03/2024,28/02/2023
MOTORHOME WORLD LIMITED,14331761,,,BAY VIEW CARS GROSVENOR ROAD,HEYSHAM,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 1DS,Private Limited Company,Active,United Kingdom,,02/09/2022,30,9,02/06/2024,,NO ACCOUNTS FILED,30/09/2023,,0,0,0,0,45112 - Sale of used cars and light motor vehicles,45190 - Sale of other motor vehicles,,,0,0,http://business.data.gov.uk/id/company/14331761,,,,,,,,,,,,,,,,,,,,,15/09/2024,01/09/2023
MOULD REMOVAL NORTHWEST LTD,13907765,,,FLAT 3 SUNACRE COURT MAPLE AVENUE,HEYSHAM,MORECAMBE,,ENGLAND,LA3 1HY,Private Limited Company,Active,United Kingdom,,10/02/2022,28,2,10/11/2023,,NO ACCOUNTS FILED,10/03/2023,,0,0,0,0,81299 - Other cleaning services,,,,0,0,http://business.data.gov.uk/id/company/13907765,,,,,,,,,,,,,,,,,,,,,23/02/2024,09/02/2023
MPR ELECTRICAL CONTRACTORS LTD,13382727,,,53 LOW ROAD,MIDDLETON,MORECAMBE,,ENGLAND,LA3 3PN,Private Limited Company,Active,United Kingdom,,07/05/2021,31,3,31/12/2023,31/03/2022,DORMANT,04/06/2022,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/13382727,16/05/2021,MARK ROGERSON ELECTRICAL CONTRACTORS LIMITED,,,,,,,,,,,,,,,,,,,20/05/2024,06/05/2023
MRS. J. C. ALTHAM & SONS (MORECAMBE) LIMITED,842705,,,MRS J C ALTHAM & SONS,(MORECAMBE) LTD NORTHGATE WHITE,LUND INDUSTRIAL ESTATE MORECAMBE,LANCASHIRE,,LA3 3AY,Private Limited Company,Active,United Kingdom,,25/03/1965,31,3,31/12/2023,31/03/2022,FULL,13/09/2016,16/08/2015,14,14,0,0,10110 - Processing and preserving of meat,,,,0,0,http://business.data.gov.uk/id/company/00842705,,,,,,,,,,,,,,,,,,,,,07/03/2024,22/02/2023
MRS. J.C. ALTHAM & SONS (LANCASTER) LIMITED,842815,,,ANCHOR BUILDING,PENROD WAY,HEYSHAM,MORECAMBE,,LA3 2UZ,Private Limited Company,Active,United Kingdom,,26/03/1965,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,01/08/2016,04/07/2015,6,5,0,1,46190 - Agents involved in the sale of a variety of goods,,,,0,0,http://business.data.gov.uk/id/company/00842815,,,,,,,,,,,,,,,,,,,,,18/07/2024,04/07/2023
MUDI CATERING LTD,13028347,,,39 ALEXANDRA ROAD,,MORECAMBE,,ENGLAND,LA3 1RN,Private Limited Company,Active,United Kingdom,,18/11/2020,31,8,31/05/2024,31/08/2022,TOTAL EXEMPTION FULL,16/12/2021,,0,0,0,0,56103 - Take-away food shops and mobile food stands,56210 - Event catering activities,,,0,0,http://business.data.gov.uk/id/company/13028347,,,,,,,,,,,,,,,,,,,,,19/04/2024,05/04/2023
MUDI WOOD ART LTD,14760184,,,2 BRUNSWICK ROAD,HEYSHAM,MORECAMBE,,ENGLAND,LA3 1RU,Private Limited Company,Active,United Kingdom,,27/03/2023,31,3,27/12/2024,,NO ACCOUNTS FILED,24/04/2024,,0,0,0,0,31020 - Manufacture of kitchen furniture,31090 - Manufacture of other furniture,53202 - Unlicensed carrier,,0,0,http://business.data.gov.uk/id/company/14760184,,,,,,,,,,,,,,,,,,,,,20/04/2024,06/04/2023
MUICAINE LTD,13617493,,,18 LORDSOME ROAD,,MORECAMBE,,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,13/09/2021,5,4,05/01/2024,05/04/2022,MICRO ENTITY,11/10/2022,,0,0,0,0,52103 - Operation of warehousing and storage facilities for land transport activities,,,,0,0,http://business.data.gov.uk/id/company/13617493,,,,,,,,,,,,,,,,,,,,,26/09/2023,12/09/2022
MULLAGHMADDY LTD,14055207,,,18 LORDSOME ROAD,,MORECAMBE,,,LA3 1JB,Private Limited Company,Active,United Kingdom,,20/04/2022,30,4,20/01/2024,,NO ACCOUNTS FILED,18/05/2023,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/14055207,,,,,,,,,,,,,,,,,,,,,03/05/2024,19/04/2023
MUSTBEMARKETING LIMITED,7323104,,,6 PENROD WAY,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2UZ,Private Limited Company,Active,United Kingdom,,22/07/2010,31,3,31/12/2023,31/03/2022,MICRO ENTITY,19/08/2016,22/07/2015,0,0,0,0,73120 - Media representation services,,,,0,0,http://business.data.gov.uk/id/company/07323104,,,,,,,,,,,,,,,,,,,,,26/08/2024,12/08/2023
MUSTBEMEDIA LIMITED,7078688,,,6 PENROD WAY,HEYSHAM,MORECAMBE,,ENGLAND,LA3 2UZ,Private Limited Company,Active,United Kingdom,,17/11/2009,31,3,31/12/2023,31/03/2022,MICRO ENTITY,21/06/2017,24/05/2016,0,0,0,0,61900 - Other telecommunications activities,,,,0,0,http://business.data.gov.uk/id/company/07078688,,,,,,,,,,,,,,,,,,,,,08/06/2024,25/05/2023
MUVISYTH LTD,14761254,,,18 LORDSOME ROAD,,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,27/03/2023,31,3,27/12/2024,,NO ACCOUNTS FILED,24/04/2024,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14761254,,,,,,,,,,,,,,,,,,,,,09/04/2024,
MV HAULAGE LTD,13109686,,,20 WESTGATE AVENUE,,MORECAMBE,,ENGLAND,LA3 3DP,Private Limited Company,Active,United Kingdom,,04/01/2021,31,1,31/10/2024,31/01/2023,MICRO ENTITY,01/02/2022,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/13109686,,,,,,,,,,,,,,,,,,,,,17/01/2024,03/01/2023
MVGO LTD,12944494,,,7 PEDDER AVENUE,OVERTON,MORECAMBE,,ENGLAND,LA3 3HH,Private Limited Company,Active,United Kingdom,,12/10/2020,31,10,31/07/2024,31/10/2022,DORMANT,09/11/2021,,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/12944494,,,,,,,,,,,,,,,,,,,,,18/07/2024,04/07/2023
MW FINANCIAL SOLUTIONS LTD,7352165,,,33 WALKER GROVE,,HEYSHAM,LANCASHIRE,,LA3 2DE,Private Limited Company,Active,United Kingdom,,20/08/2010,30,9,30/06/2024,30/09/2022,MICRO ENTITY,17/09/2016,20/08/2015,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/07352165,,,,,,,,,,,,,,,,,,,,,03/09/2024,20/08/2023
MYRZINOR LTD,14760123,,,18 LORDSOME ROAD,,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,27/03/2023,31,3,27/12/2024,,NO ACCOUNTS FILED,24/04/2024,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14760123,,,,,,,,,,,,,,,,,,,,,09/04/2024,
N GRAY CARPETS LIMITED,4174959,,,8 ROYDS AVENUE,HEYSHAM,,,,LA3 1PA,Private Limited Company,Active,United Kingdom,,07/03/2001,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,04/04/2017,07/03/2016,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/04174959,,,,,,,,,,,,,,,,,,,,,21/03/2024,07/03/2023
N J B PLANT ENGINEERING LTD,9362441,,,C/O BLEND ACCOUNTANTS FIRST FLOOR BRUNEL HOUSE 9 PENROD WAY,HEYSHAM,MORECAMBE,LANCASHIRE,ENGLAND,LA3 2UZ,Private Limited Company,Active,United Kingdom,,19/12/2014,31,12,30/09/2024,31/12/2022,TOTAL EXEMPTION FULL,16/01/2017,19/12/2015,0,0,0,0,71129 - Other engineering activities,,,,0,0,http://business.data.gov.uk/id/company/09362441,,,,,,,,,,,,,,,,,,,,,03/12/2023,19/11/2022
N2S TRANSPORT LTD,11492694,,,FLAT 1 MAIN STREET,OVERTON,MORECAMBE,,ENGLAND,LA3 3HD,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,31/07/2018,31,7,30/04/2022,31/07/2020,MICRO ENTITY,28/08/2019,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11492694,,,,,,,,,,,,,,,,,,,,,13/08/2022,30/07/2021
NAJIZITH LTD,14761855,,,18 LORDSOME ROAD,,MORECAMBE,LANCASHIRE,UNITED KINGDOM,LA3 1JB,Private Limited Company,Active,United Kingdom,,27/03/2023,31,3,27/12/2024,,NO ACCOUNTS FILED,24/04/2024,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14761855,,,,,,,,,,,,,,,,,,,,,09/04/2024,
NEENTON LTD,14058827,,,18 LORDSOME ROAD,,MORECAMBE,,,LA3 1JB,Private Limited Company,Active,United Kingdom,,21/04/2022,30,4,21/01/2024,,NO ACCOUNTS FILED,19/05/2023,,0,0,0,0,82920 - Packaging activities,,,,0,0,http://business.data.gov.uk/id/company/14058827,,,,,,,,,,,,,,,,,,,,,04/05/2024,20/04/2023
NEIGHBOURS FOOD EXPRESS LIMITED,10038091,,,90 REGENT ROAD,,MORECAMBE,LANCASHIRE,ENGLAND,LA3 1AE,Private Limited Company,Active,United Kingdom,,02/03/2016,31,3,31/12/2023,31/03/2022,TOTAL EXEMPTION FULL,30/03/2017,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/10038091,,,,,,,,,,,,,,,,,,,,,15/03/2024,01/03/2023
NEIL EDGAR TILING & PLASTERING LIMITED,13561300,,,C/O BLEND ACCOUNTANTS FIRST FLOOR BRUNEL HOUSE 9 PENROD WAY,HEYSHAM,MORECAMBE,LANCASHIRE,ENGLAND,LA3 2UZ,Private Limited Company,Active,United Kingdom,,11/08/2021,31,8,31/05/2024,31/08/2022,TOTAL EXEMPTION FULL,08/09/2022,,0,0,0,0,43310 - Plastering,,,,0,0,http://business.data.gov.uk/id/company/13561300,,,,,,,,,,,,,,,,,,,,,23/08/2024,09/08/2023
